/Users/forrest/miniconda3/bin/python /Users/forrest/vesuviusfullsolve/scripts/viewer2d.py
Z: 0, Y: 0, X: 0
Z: 1575, Y: 968, X: 857
Z: 1576, Y: 962, X: 862
Z: 1577, Y: 958, X: 865
Z: 1578, Y: 956, X: 867
Z: 1579, Y: 951, X: 871
Z: 1580, Y: 945, X: 876
Z: 1581, Y: 938, X: 881
Z: 1582, Y: 930, X: 888
Z: 1583, Y: 921, X: 893
Z: 1584, Y: 909, X: 901
Z: 1585, Y: 894, X: 909
Z: 1586, Y: 880, X: 914
Z: 1587, Y: 860, X: 922
Z: 1588, Y: 858, X: 925
Z: 1589, Y: 858, X: 925
Z: 1590, Y: 857, X: 925
Z: 1591, Y: 834, X: 943
Z: 1592, Y: 821, X: 951
Z: 1593, Y: 804, X: 958
Z: 1594, Y: 790, X: 962
Z: 1595, Y: 777, X: 963
Z: 1596, Y: 764, X: 966
Z: 1597, Y: 746, X: 974
Z: 1598, Y: 733, X: 981
Z: 1599, Y: 717, X: 989
Z: 1600, Y: 700, X: 997
Z: 1601, Y: 699, X: 997
Z: 1602, Y: 699, X: 997
Z: 1603, Y: 690, X: 1002
Z: 1604, Y: 661, X: 1011
Z: 1605, Y: 648, X: 1011
Z: 1606, Y: 635, X: 1011
Z: 1607, Y: 629, X: 1011
Z: 1608, Y: 619, X: 1011
Z: 1609, Y: 607, X: 1010
Z: 1610, Y: 601, X: 1008
Z: 1611, Y: 591, X: 1002
Z: 1612, Y: 580, X: 999
Z: 1613, Y: 580, X: 999
Z: 1614, Y: 580, X: 999
Z: 1615, Y: 576, X: 998
Z: 1616, Y: 567, X: 993
Z: 1617, Y: 546, X: 981
Z: 1618, Y: 528, X: 970
Z: 1619, Y: 518, X: 956
Z: 1620, Y: 507, X: 937
Z: 1621, Y: 499, X: 922
Z: 1622, Y: 493, X: 912
Z: 1623, Y: 486, X: 904
Z: 1624, Y: 475, X: 889
Z: 1625, Y: 463, X: 873
Z: 1626, Y: 453, X: 851
Z: 1627, Y: 448, X: 837
Z: 1628, Y: 448, X: 837
Z: 1629, Y: 448, X: 837
Z: 1630, Y: 448, X: 837
Z: 1631, Y: 434, X: 808
Z: 1632, Y: 423, X: 778
Z: 1633, Y: 420, X: 772
Z: 1634, Y: 415, X: 753
Z: 1635, Y: 412, X: 730
Z: 1636, Y: 412, X: 718
Z: 1637, Y: 417, X: 704
Z: 1638, Y: 430, X: 681
Z: 1639, Y: 461, X: 647
Z: 1640, Y: 472, X: 634
Z: 1641, Y: 477, X: 627
Z: 1642, Y: 485, X: 621
Z: 1643, Y: 498, X: 615
Z: 1644, Y: 510, X: 608
Z: 1645, Y: 527, X: 597
Z: 1646, Y: 539, X: 587
Z: 1647, Y: 550, X: 578
Z: 1648, Y: 561, X: 568
Z: 1649, Y: 570, X: 559
Z: 1650, Y: 578, X: 551
Z: 1651, Y: 588, X: 543
Z: 1652, Y: 600, X: 536
Z: 1653, Y: 615, X: 528
Z: 1654, Y: 637, X: 518
Z: 1655, Y: 658, X: 513
Z: 1656, Y: 668, X: 513
Z: 1657, Y: 668, X: 513
Z: 1658, Y: 668, X: 513
Z: 1659, Y: 674, X: 512
Z: 1660, Y: 688, X: 512
Z: 1661, Y: 703, X: 512
Z: 1662, Y: 713, X: 512
Z: 1663, Y: 726, X: 518
Z: 1664, Y: 734, X: 522
Z: 1665, Y: 753, X: 533
Z: 1666, Y: 756, X: 534
Z: 1667, Y: 765, X: 539
Z: 1668, Y: 775, X: 545
Z: 1669, Y: 784, X: 550
Z: 1670, Y: 794, X: 556
Z: 1671, Y: 806, X: 569
Z: 1672, Y: 817, X: 589
Z: 1673, Y: 820, X: 607
Z: 1674, Y: 820, X: 607
Z: 1675, Y: 820, X: 607
Z: 1676, Y: 821, X: 609
Z: 1677, Y: 832, X: 622
Z: 1678, Y: 842, X: 628
Z: 1679, Y: 856, X: 637
Z: 1680, Y: 867, X: 650
Z: 1681, Y: 872, X: 658
Z: 1682, Y: 877, X: 664
Z: 1683, Y: 886, X: 675
Z: 1684, Y: 892, X: 683
Z: 1685, Y: 900, X: 697
Z: 1686, Y: 906, X: 707
Z: 1687, Y: 908, X: 722
Z: 1688, Y: 908, X: 741
Z: 1689, Y: 906, X: 751
Z: 1690, Y: 903, X: 767
Z: 1691, Y: 898, X: 781
Z: 1692, Y: 891, X: 791
Z: 1693, Y: 884, X: 799
Z: 1694, Y: 881, X: 804
Z: 1695, Y: 877, X: 810
Z: 1696, Y: 873, X: 819
Z: 1697, Y: 868, X: 830
Z: 1698, Y: 860, X: 844
Z: 1699, Y: 850, X: 858
Z: 1700, Y: 842, X: 867
Z: 1701, Y: 831, X: 876
Z: 1702, Y: 815, X: 888
Z: 1703, Y: 791, X: 907
Z: 1704, Y: 791, X: 907
Z: 1705, Y: 791, X: 907
Z: 1706, Y: 783, X: 914
Z: 1707, Y: 768, X: 926
Z: 1708, Y: 747, X: 934
Z: 1709, Y: 720, X: 943
Z: 1710, Y: 694, X: 947
Z: 1711, Y: 675, X: 948
Z: 1712, Y: 663, X: 947
Z: 1713, Y: 647, X: 943
Z: 1714, Y: 627, X: 938
Z: 1715, Y: 613, X: 932
Z: 1716, Y: 601, X: 923
Z: 1717, Y: 590, X: 910
Z: 1718, Y: 583, X: 894
Z: 1719, Y: 572, X: 867
Z: 1720, Y: 562, X: 835
Z: 1721, Y: 557, X: 817
Z: 1722, Y: 555, X: 802
Z: 1723, Y: 553, X: 785
Z: 1724, Y: 552, X: 770
Z: 1725, Y: 552, X: 750
Z: 1726, Y: 555, X: 730
Z: 1727, Y: 560, X: 716
Z: 1728, Y: 571, X: 703
Z: 1729, Y: 585, X: 693
Z: 1730, Y: 593, X: 689
Z: 1731, Y: 603, X: 685
Z: 1732, Y: 623, X: 683
Z: 1733, Y: 635, X: 681
Z: 1734, Y: 647, X: 679
Z: 1735, Y: 663, X: 677
Z: 1736, Y: 683, X: 677
Z: 1737, Y: 699, X: 678
Z: 1738, Y: 716, X: 684
Z: 1739, Y: 734, X: 693
Z: 1740, Y: 749, X: 703
Z: 1741, Y: 754, X: 707
Z: 1742, Y: 758, X: 711
Z: 1743, Y: 764, X: 719
Z: 1744, Y: 767, X: 724
Z: 1745, Y: 769, X: 728
Z: 1746, Y: 772, X: 734
Z: 1747, Y: 774, X: 740
Z: 1748, Y: 775, X: 745
Z: 1749, Y: 777, X: 761
Z: 1750, Y: 777, X: 789
Z: 1751, Y: 776, X: 805
Z: 1752, Y: 772, X: 818
Z: 1753, Y: 766, X: 831
Z: 1754, Y: 761, X: 839
Z: 1755, Y: 752, X: 854
Z: 1756, Y: 742, X: 867
Z: 1757, Y: 728, X: 883
Z: 1758, Y: 714, X: 897
Z: 1759, Y: 703, X: 906
Z: 1760, Y: 683, X: 915
Z: 1761, Y: 663, X: 920
Z: 1762, Y: 643, X: 921
Z: 1763, Y: 627, X: 921
Z: 1764, Y: 616, X: 912
Z: 1765, Y: 606, X: 898
Z: 1766, Y: 599, X: 879
Z: 1767, Y: 595, X: 859
Z: 1768, Y: 593, X: 842
Z: 1769, Y: 590, X: 818
Z: 1770, Y: 588, X: 792
Z: 1771, Y: 587, X: 764
Z: 1772, Y: 589, X: 742
Z: 1773, Y: 594, X: 722
Z: 1774, Y: 602, X: 703
Z: 1775, Y: 610, X: 692
Z: 1776, Y: 626, X: 682
Z: 1777, Y: 640, X: 677
Z: 1778, Y: 655, X: 676
Z: 1779, Y: 671, X: 680
Z: 1780, Y: 685, X: 690
Z: 1781, Y: 695, X: 704
Z: 1782, Y: 700, X: 720
Z: 1783, Y: 703, X: 738
Z: 1784, Y: 705, X: 763
Z: 1785, Y: 705, X: 796
Z: 1786, Y: 705, X: 825
Z: 1787, Y: 702, X: 857
Z: 1788, Y: 694, X: 870
Z: 1789, Y: 680, X: 879
Z: 1790, Y: 670, X: 882
Z: 1791, Y: 656, X: 884
Z: 1792, Y: 641, X: 880
Z: 1793, Y: 625, X: 865
Z: 1794, Y: 614, X: 843
Z: 1795, Y: 607, X: 811
Z: 1796, Y: 605, X: 767
Traceback (most recent call last):
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 112, in keyPressEvent
    self.update_image()
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 94, in update_image
    img_data = self.get_current_slice()
               ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 37, in get_current_slice
    return self.current_chunk[relative_idx]
           ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
IndexError: index -1792 is out of bounds for axis 0 with size 5

Process finished with exit code 134 (interrupted by signal 6:SIGABRT)
