/Users/forrest/miniconda3/bin/python /Users/forrest/vesuviusfullsolve/scripts/viewer2d.py
Z: 0, Y: 0, X: 0
Z: 1572, Y: 395, X: 827
Z: 1573, Y: 403, X: 842
Z: 1574, Y: 412, X: 860
Z: 1575, Y: 422, X: 878
Z: 1576, Y: 440, X: 907
Z: 1577, Y: 440, X: 907
Z: 1578, Y: 440, X: 907
Z: 1579, Y: 441, X: 919
Z: 1580, Y: 455, X: 952
Z: 1581, Y: 467, X: 968
Z: 1582, Y: 479, X: 986
Z: 1583, Y: 493, X: 997
Z: 1584, Y: 513, X: 1007
Z: 1585, Y: 532, X: 1011
Z: 1586, Y: 554, X: 1011
Z: 1587, Y: 575, X: 1011
Z: 1588, Y: 576, X: 1011
Z: 1589, Y: 576, X: 1011
Z: 1590, Y: 582, X: 1011
Z: 1591, Y: 620, X: 1011
Z: 1592, Y: 655, X: 1011
Z: 1593, Y: 685, X: 1011
Z: 1594, Y: 698, X: 1011
Z: 1595, Y: 711, X: 1006
Z: 1596, Y: 738, X: 992
Z: 1597, Y: 820, X: 942
Z: 1598, Y: 833, X: 932
Z: 1599, Y: 833, X: 932
Z: 1600, Y: 833, X: 932
Z: 1601, Y: 869, X: 914
Z: 1602, Y: 926, X: 891
Z: 1603, Y: 954, X: 875
Z: 1604, Y: 975, X: 861
Z: 1605, Y: 985, X: 847
Z: 1606, Y: 985, X: 825
Z: 1607, Y: 985, X: 781
Z: 1608, Y: 985, X: 748
Z: 1609, Y: 985, X: 716
Z: 1610, Y: 985, X: 682
Z: 1611, Y: 985, X: 659
Z: 1612, Y: 985, X: 659
Z: 1613, Y: 985, X: 659
Z: 1614, Y: 985, X: 653
Z: 1615, Y: 985, X: 622
Z: 1616, Y: 985, X: 604
Z: 1617, Y: 985, X: 584
Z: 1618, Y: 966, X: 559
Z: 1619, Y: 932, X: 540
Z: 1620, Y: 921, X: 531
Z: 1621, Y: 908, X: 522
Z: 1622, Y: 892, X: 515
Z: 1623, Y: 890, X: 515
Z: 1624, Y: 890, X: 515
Z: 1625, Y: 884, X: 514
Z: 1626, Y: 846, X: 500
Z: 1627, Y: 821, X: 494
Z: 1628, Y: 792, X: 487
Z: 1629, Y: 772, X: 483
Z: 1630, Y: 772, X: 483
Z: 1631, Y: 772, X: 483
Z: 1632, Y: 759, X: 483
Z: 1633, Y: 721, X: 479
Z: 1634, Y: 699, X: 478
Z: 1635, Y: 676, X: 478
Z: 1636, Y: 650, X: 487
Z: 1637, Y: 631, X: 493
Z: 1638, Y: 630, X: 494
Z: 1639, Y: 630, X: 494
Z: 1640, Y: 614, X: 502
Z: 1641, Y: 572, X: 524
Z: 1642, Y: 551, X: 535
Z: 1643, Y: 536, X: 541
Z: 1644, Y: 518, X: 557
Z: 1645, Y: 504, X: 571
Z: 1646, Y: 492, X: 592
Z: 1647, Y: 483, X: 610
Z: 1648, Y: 476, X: 629
Z: 1649, Y: 468, X: 652
Z: 1650, Y: 459, X: 677
Z: 1651, Y: 452, X: 696
Z: 1652, Y: 447, X: 707
Z: 1653, Y: 442, X: 722
Z: 1654, Y: 437, X: 738
Z: 1655, Y: 433, X: 753
Z: 1656, Y: 431, X: 766
Z: 1657, Y: 431, X: 789
Z: 1658, Y: 437, X: 824
Z: 1659, Y: 448, X: 845
Z: 1660, Y: 458, X: 864
Z: 1661, Y: 469, X: 881
Z: 1662, Y: 474, X: 890
Z: 1663, Y: 478, X: 897
Z: 1664, Y: 484, X: 906
Z: 1665, Y: 505, X: 932
Z: 1666, Y: 507, X: 934
Z: 1667, Y: 524, X: 946
Z: 1668, Y: 530, X: 949
Z: 1669, Y: 530, X: 949
Z: 1670, Y: 530, X: 949
Z: 1671, Y: 538, X: 950
Z: 1672, Y: 571, X: 954
Z: 1673, Y: 587, X: 956
Z: 1674, Y: 605, X: 961
Z: 1675, Y: 621, X: 964
Z: 1676, Y: 648, X: 966
Z: 1677, Y: 673, X: 966
Z: 1678, Y: 691, X: 965
Z: 1679, Y: 713, X: 960
Z: 1680, Y: 739, X: 954
Z: 1681, Y: 756, X: 947
Z: 1682, Y: 774, X: 940
Z: 1683, Y: 792, X: 932
Z: 1684, Y: 823, X: 916
Z: 1685, Y: 848, X: 897
Z: 1686, Y: 863, X: 877
Z: 1687, Y: 863, X: 877
Z: 1688, Y: 863, X: 877
Z: 1689, Y: 879, X: 860
Z: 1690, Y: 896, X: 832
Z: 1691, Y: 902, X: 813
Z: 1692, Y: 905, X: 781
Z: 1693, Y: 903, X: 748
Z: 1694, Y: 899, X: 726
Z: 1695, Y: 897, X: 712
Z: 1696, Y: 889, X: 693
Z: 1697, Y: 879, X: 677
Z: 1698, Y: 872, X: 666
Z: 1699, Y: 858, X: 644
Z: 1700, Y: 839, X: 622
Z: 1701, Y: 823, X: 611
Z: 1702, Y: 812, X: 609
Z: 1703, Y: 798, X: 608
Z: 1704, Y: 782, X: 599
Z: 1705, Y: 761, X: 590
Z: 1706, Y: 730, X: 587
Z: 1707, Y: 702, X: 587
Z: 1708, Y: 663, X: 599
Z: 1709, Y: 657, X: 603
Z: 1710, Y: 657, X: 603
Z: 1711, Y: 649, X: 605
Z: 1712, Y: 624, X: 616
Z: 1713, Y: 599, X: 632
Z: 1714, Y: 582, X: 641
Z: 1715, Y: 566, X: 653
Z: 1716, Y: 558, X: 662
Z: 1717, Y: 540, X: 702
Z: 1718, Y: 532, X: 746
Z: 1719, Y: 531, X: 773
Z: 1720, Y: 527, X: 795
Z: 1721, Y: 526, X: 811
Z: 1722, Y: 525, X: 829
Z: 1723, Y: 525, X: 852
Z: 1724, Y: 534, X: 881
Z: 1725, Y: 553, X: 912
Z: 1726, Y: 575, X: 936
Z: 1727, Y: 602, X: 950
Z: 1728, Y: 628, X: 961
Z: 1729, Y: 662, X: 970
Z: 1730, Y: 700, X: 972
Z: 1731, Y: 737, X: 961
Z: 1732, Y: 755, X: 949
Z: 1733, Y: 762, X: 935
Z: 1734, Y: 770, X: 917
Z: 1735, Y: 778, X: 897
Z: 1736, Y: 783, X: 881
Z: 1737, Y: 792, X: 858
Z: 1738, Y: 799, X: 839
Z: 1739, Y: 803, X: 821
Z: 1740, Y: 806, X: 808
Z: 1741, Y: 806, X: 787
Z: 1742, Y: 797, X: 759
Z: 1743, Y: 790, X: 748
Z: 1744, Y: 771, X: 733
Z: 1745, Y: 735, X: 712
Z: 1746, Y: 708, X: 701
Z: 1747, Y: 680, X: 700
Z: 1748, Y: 646, X: 701
Z: 1749, Y: 617, X: 712
Z: 1750, Y: 609, X: 716
Z: 1751, Y: 581, X: 741
Z: 1752, Y: 562, X: 766
Z: 1753, Y: 555, X: 795
Z: 1754, Y: 554, X: 820
Z: 1755, Y: 559, X: 845
Z: 1756, Y: 570, X: 875
Z: 1757, Y: 576, X: 900
Z: 1758, Y: 590, X: 912
Z: 1759, Y: 614, X: 920
Z: 1760, Y: 649, X: 921
Z: 1761, Y: 686, X: 920
Z: 1762, Y: 716, X: 903
Z: 1763, Y: 729, X: 889
Z: 1764, Y: 734, X: 872
Z: 1765, Y: 735, X: 863
Z: 1766, Y: 728, X: 850
Z: 1767, Y: 708, X: 831
Z: 1768, Y: 689, X: 817
Z: 1769, Y: 672, X: 808
Z: 1770, Y: 653, X: 803
Z: 1771, Y: 636, X: 802
Z: 1772, Y: 619, X: 805
Z: 1773, Y: 611, X: 811
Z: 1774, Y: 606, X: 824
Z: 1775, Y: 602, X: 841
Z: 1776, Y: 599, X: 852
Z: 1777, Y: 598, X: 859
Z: 1778, Y: 599, X: 870
Z: 1779, Y: 602, X: 876
Z: 1780, Y: 610, X: 882
Z: 1781, Y: 628, X: 887
Z: 1782, Y: 641, X: 887
Z: 1783, Y: 659, X: 883
Z: 1784, Y: 677, X: 873
Z: 1785, Y: 683, X: 862
Z: 1786, Y: 688, X: 842
Z: 1787, Y: 693, X: 813
Z: 1788, Y: 696, X: 780
Z: 1789, Y: 686, X: 738
Z: 1790, Y: 665, X: 715
Z: 1791, Y: 652, X: 711
Z: 1792, Y: 639, X: 721
Z: 1793, Y: 622, X: 749
Z: 1794, Y: 619, X: 778
Z: 1795, Y: 635, X: 811
Z: 1796, Y: 652, X: 822
Traceback (most recent call last):
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 112, in keyPressEvent
    self.update_image()
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 94, in update_image
    img_data = self.get_current_slice()
               ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/forrest/vesuviusfullsolve/scripts/viewer2d.py", line 37, in get_current_slice
    return self.current_chunk[relative_idx]
           ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^
IndexError: index -1792 is out of bounds for axis 0 with size 5

Process finished with exit code 134 (interrupted by signal 6:SIGABRT)
